date,countryiso3code,SH.XPD.CHEX.PC.CD,SH.XPD.CHEX.GD.ZS,SP.ADO.TFRT,SP.POP.GROW,SP.POP.TOTL,SP.DYN.CBRT.IN,SP.DYN.TFRT.IN,SP.DYN.LE00.IN,SP.DYN.IMRT.IN,SH.STA.SUIC.P5,NCD_BMI_25A,NY.GDP.MKTP.KN,NCD_HYP_PREVALENCE_A
1997,LKA,49.043758392334,3.45923900604248,29.16,562499306394764,18470897,18.604,2.252,69.419,15.9,13.5168991088867,39.7,3347576079300,95.0
1997,NPL,25.605016708374,5.19199657440186,125.086,221349217424838,22584772,34.542,4.464,60.144,68.5,6.61923980712891,34.0,"898960048760,366",104.5
1997,PAK,31.0009994506836,4.91968107223511,64.305,287019895596487,131057432,36.919,5.442,62.039,91.4,7.81793117523193,50.3,"15149374364977,8",115.2
1998,AFG,28.7906246185303,7.83281993865967,161.469,19473438616857,19737770,48.688,7.61,54.906,95.6,5.1455979347229,39.9,,108.2
1998,BGD,27.5925788879395,4.4503927230835,118.4906,207733693096781,122682818,28.821,3.371,64.25,69.9,6.96831130981445,32.8,"7523338947442,14",86.1
1998,IND,33.7628326416016,4.70708703994751,73.515,183965876360636,1019483586,27.324,3.446,61.669,71.2,11.4600477218628,34.3,38280717008600,90.8
1998,LKA,48.9661598205566,3.42129254341125,28.9088,505991387452271,18564595,18.508,2.242,69.845,15.3,13.4296569824219,41.0,3504859365300,95.1
1998,NPL,25.9635334014893,5.06939125061035,121.0428,207314858244049,23057875,33.645,4.306,60.884,65.1,6.69383811950684,35.3,"926076185106,883",104.9
1998,PAK,31.2838935852051,4.83428192138672,61.6674,284772273029078,134843233,36.168,5.308,62.303,89.0,7.86304092407227,51.8,"15535718905606,2",115.7
1999,AFG,31.3037548065186,7.91055583953857,157.71,217042851112236,20170847,48.419,7.561,55.376,93.0,5.77132272720337,41.2,,108.6
1999,BGD,27.9644050598145,4.35153436660767,115.3722,202275181450577,125189655,28.158,3.269,64.881,66.4,7.04043388366699,33.8,"7874690640403,3",86.1
1999,IND,34.1816825866699,4.6436915397644,70.176,180555973688001,1038058154,26.861,3.379,62.093,68.9,11.5457048416138,35.4,41666935662200,91.4
1999,LKA,49.8619346618652,3.4463369846344,28.6576,530238144281124,18663293,18.464,2.239,70.503,14.7,13.6030902862549,42.1,3655587261700,95.1
1999,NPL,26.3082695007324,4.94229030609131,116.9996,194172693494761,23509971,32.64,4.135,61.6,61.8,6.76858139038086,36.6,"966939975354,437",105.3
1999,PAK,31.5133762359619,4.74698162078857,59.0298,276568738838623,138624625,35.424,5.172,62.564,86.7,7.89308261871338,53.3,"16104346840192,4",116.3
2000,AFG,32.051139831543,7.87210988998413,153.951,297505722281038,20779957,48.021,7.485,55.841,90.5,4.9,42.5,,109.1
2000,BGD,8.56026173,2.07144356,112.2538,195239046202205,127657862,27.493,3.169,65.447,63.1,6.0,35.1,"8291521224166,86",86.0
2000,IND,18.50239372,4.03493214,66.837,176812551036934,1056575548,26.401,3.311,62.505,66.7,17.0,36.4,43267358976300,92.1
2000,LKA,43.71691132,4.24652863,28.4064,610633602585677,18777606,18.463,2.24,71.333,14.2,26.7,43.3,3874923709600,95.3
2000,NPL,8.55345249,3.12598538,112.9564,181719764753423,23941099,31.547,3.955,62.288,58.7,8.5,38.0,"1026890253683,33",105.7
2000,PAK,15.58189678,2.88551998,56.3922,264739931502914,142343583,34.703,5.037,62.82,84.6,8.8,54.9,16790406189254,117.0
2001,AFG,33.3337783813477,7.8528790473938,150.192,390280496415438,21606992,47.505,7.387,56.308,87.9,5.0,43.9,,109.5
2001,BGD,8.36238003,2.06375051,109.1354,18862862588559,130088709,26.818,3.07,65.956,60.0,5.7,36.2,"8712505617723,7",85.9
2001,IND,19.79767799,4.26278114,63.498,172876856952673,1075000094,25.944,3.244,62.907,64.4,16.6,37.6,45354561776600,92.9
2001,LKA,41.32370377,4.19323874,28.1552,711721622429264,18911727,18.492,2.246,72.233,13.7,21.8,44.6,3815040323400,95.5
2001,NPL,10.52144337,3.80386233,108.9132,168166743622504,24347113,30.398,3.772,62.945,55.8,8.1,39.3,"1076179878315,69",106.3
2001,PAK,13.58520222,2.70667124,53.7546,252149866831143,145978408,34.019,4.904,63.066,82.6,8.9,56.6,"17387207445385,5",117.7
2002,AFG,15.80316353,9.44338989,146.433,44967187466326,22600774,46.901,7.272,56.784,85.3,5.0,45.4,451798704100,110.1
